Date,RHA,Daily_Cases,Cumulative_Cases,Active_Cases,Recoveries,Deaths
2020/09/03 05:00:00+00,Winnipeg,6,458,86,367,5
2020/09/04 05:00:00+00,All,33,1309,204,1089,16
2020/09/04 05:00:00+00,Interlake-Eastern,3,81,7,74,0
2020/09/04 05:00:00+00,Northern,0,4,0,4,0
2020/09/04 05:00:00+00,Prairie Mountain Health,5,474,80,393,1
2020/09/04 05:00:00+00,Southern Health-Santé Sud,6,273,24,239,10
2020/09/04 05:00:00+00,Winnipeg,19,477,93,379,5
2020/09/05 05:00:00+00,All,16,1325,191,1118,16
2020/09/05 05:00:00+00,Interlake-Eastern,1,82,8,74,0
2020/09/05 05:00:00+00,Northern,0,4,0,4,0
2020/09/05 05:00:00+00,Prairie Mountain Health,2,476,61,414,1
2020/09/05 05:00:00+00,Southern Health-Santé Sud,5,278,27,241,10
2020/09/05 05:00:00+00,Winnipeg,8,485,95,385,5
2020/09/06 05:00:00+00,All,16,1341,181,1144,16
2020/09/06 05:00:00+00,Interlake-Eastern,1,83,8,75,0
2020/09/06 05:00:00+00,Northern,0,4,0,4,0
2020/09/06 05:00:00+00,Prairie Mountain Health,6,482,56,425,1
2020/09/06 05:00:00+00,Southern Health-Santé Sud,1,279,26,243,10
2020/09/06 05:00:00+00,Winnipeg,8,493,91,397,5
2020/09/07 05:00:00+00,All,10,1351,169,1166,16
2020/09/07 05:00:00+00,Interlake-Eastern,1,84,8,76,0
2020/09/07 05:00:00+00,Northern,0,4,0,4,0
2020/09/07 05:00:00+00,Prairie Mountain Health,0,482,49,432,1
2020/09/07 05:00:00+00,Southern Health-Santé Sud,2,281,22,249,10
2020/09/07 05:00:00+00,Winnipeg,7,500,90,405,5
2020/09/08 05:00:00+00,All,16,1367,161,1190,16
2020/09/08 05:00:00+00,Interlake-Eastern,0,84,7,77,0
2020/09/08 05:00:00+00,Northern,0,4,0,4,0
2020/09/08 05:00:00+00,Prairie Mountain Health,1,483,43,439,1
2020/09/08 05:00:00+00,Southern Health-Santé Sud,1,282,22,250,10
2020/09/08 05:00:00+00,Winnipeg,14,514,89,420,5
2020/09/09 05:00:00+00,All,14,1381,157,1208,16
2020/09/09 05:00:00+00,Interlake-Eastern,2,86,9,77,0
2020/09/09 05:00:00+00,Northern,0,4,0,4,0
2020/09/09 05:00:00+00,Prairie Mountain Health,1,484,36,447,1
2020/09/09 05:00:00+00,Southern Health-Santé Sud,2,284,23,251,10
2020/09/09 05:00:00+00,Winnipeg,9,523,89,429,5
2020/09/10 05:00:00+00,All,15,1396,156,1224,16
2020/09/10 05:00:00+00,Interlake-Eastern,0,86,9,77,0
2020/09/10 05:00:00+00,Northern,0,4,0,4,0
2020/09/10 05:00:00+00,Prairie Mountain Health,4,488,33,454,1
2020/09/10 05:00:00+00,Southern Health-Santé Sud,3,287,23,254,10
2020/09/10 05:00:00+00,Winnipeg,8,531,91,435,5
2020/09/11 05:00:00+00,All,17,1413,162,1235,16
2020/09/11 05:00:00+00,Interlake-Eastern,5,91,14,77,0
2020/09/11 05:00:00+00,Northern,0,4,0,4,0
2020/09/11 05:00:00+00,Prairie Mountain Health,2,490,30,459,1
2020/09/11 05:00:00+00,Southern Health-Santé Sud,2,289,25,254,10
2020/09/11 05:00:00+00,Winnipeg,8,539,93,441,5
2020/09/12 05:00:00+00,All,20,1433,164,1253,16
2020/09/12 05:00:00+00,Interlake-Eastern,3,94,17,77,0
2020/09/12 05:00:00+00,Northern,1,5,1,4,0
2020/09/12 05:00:00+00,Prairie Mountain Health,1,491,30,460,1
2020/09/12 05:00:00+00,Southern Health-Santé Sud,3,292,25,257,10
2020/09/12 05:00:00+00,Winnipeg,12,551,91,455,5
2020/09/13 05:00:00+00,All,19,1452,167,1269,16
2020/09/13 05:00:00+00,Interlake-Eastern,1,95,18,77,0
2020/09/13 05:00:00+00,Northern,0,5,1,4,0
2020/09/13 05:00:00+00,Prairie Mountain Health,0,491,25,465,1
2020/09/13 05:00:00+00,Southern Health-Santé Sud,3,295,26,259,10
2020/09/13 05:00:00+00,Winnipeg,15,566,97,464,5
2020/09/14 05:00:00+00,All,17,1469,162,1291,16
2020/09/14 05:00:00+00,Interlake-Eastern,1,96,18,78,0
2020/09/14 05:00:00+00,Northern,0,5,1,4,0
2020/09/14 05:00:00+00,Prairie Mountain Health,1,492,24,467,1
2020/09/14 05:00:00+00,Southern Health-Santé Sud,2,297,27,260,10
2020/09/14 05:00:00+00,Winnipeg,13,579,92,482,5
2020/09/15 05:00:00+00,All,23,1492,165,1311,16
2020/09/15 05:00:00+00,Interlake-Eastern,2,98,18,80,0
2020/09/15 05:00:00+00,Northern,0,5,1,4,0
2020/09/15 05:00:00+00,Prairie Mountain Health,0,492,19,472,1
2020/09/15 05:00:00+00,Southern Health-Santé Sud,0,297,26,261,10
2020/09/15 05:00:00+00,Winnipeg,21,600,101,494,5
2020/09/16 05:00:00+00,All,11,1503,168,1319,16
2020/09/16 05:00:00+00,Interlake-Eastern,0,98,17,81,0
2020/09/16 05:00:00+00,Northern,0,5,1,4,0
2020/09/16 05:00:00+00,Prairie Mountain Health,1,493,19,473,1
2020/09/16 05:00:00+00,Southern Health-Santé Sud,2,299,28,261,10
2020/09/16 05:00:00+00,Winnipeg,8,608,103,500,5
2020/09/17 05:00:00+00,All,40,1543,184,1343,16
2020/09/17 05:00:00+00,Interlake-Eastern,4,102,21,81,0
2020/09/17 05:00:00+00,Northern,0,5,1,4,0
2020/09/17 05:00:00+00,Prairie Mountain Health,4,497,16,480,1
2020/09/17 05:00:00+00,Southern Health-Santé Sud,3,302,28,264,10
2020/09/17 05:00:00+00,Winnipeg,29,637,118,514,5
2020/09/18 05:00:00+00,All,17,1560,180,1364,16
2020/09/18 05:00:00+00,Interlake-Eastern,0,102,17,85,0
2020/09/18 05:00:00+00,Northern,0,5,1,4,0
2020/09/18 05:00:00+00,Prairie Mountain Health,3,500,18,481,1
2020/09/18 05:00:00+00,Southern Health-Santé Sud,1,303,25,268,10
2020/09/18 05:00:00+00,Winnipeg,13,650,119,526,5
2020/09/19 05:00:00+00,All,29,1589,187,1386,16
2020/09/19 05:00:00+00,Interlake-Eastern,2,104,19,85,0
2020/09/19 05:00:00+00,Northern,0,5,1,4,0
2020/09/19 05:00:00+00,Prairie Mountain Health,3,503,18,484,1
2020/09/19 05:00:00+00,Southern Health-Santé Sud,1,304,25,269,10
2020/09/19 05:00:00+00,Winnipeg,23,673,124,544,5
2020/09/20 05:00:00+00,All,22,1611,195,1398,18
2020/09/20 05:00:00+00,Interlake-Eastern,1,105,16,89,0
2020/09/20 05:00:00+00,Northern,0,5,1,4,0
2020/09/20 05:00:00+00,Prairie Mountain Health,1,504,16,486,2
2020/09/20 05:00:00+00,Southern Health-Santé Sud,3,307,27,269,11
2020/09/20 05:00:00+00,Winnipeg,17,690,135,550,5
2020/09/21 05:00:00+00,All,24,1635,203,1413,19
2020/09/21 05:00:00+00,Interlake-Eastern,2,107,14,93,0
2020/09/21 05:00:00+00,Northern,0,5,1,4,0
2020/09/21 05:00:00+00,Prairie Mountain Health,0,504,15,487,2
2020/09/21 05:00:00+00,Southern Health-Santé Sud,2,309,25,273,11
2020/09/21 05:00:00+00,Winnipeg,20,710,148,556,6
2020/09/22 05:00:00+00,All,42,1677,230,1428,19
2020/09/22 05:00:00+00,Interlake-Eastern,2,109,14,95,0
2020/09/22 05:00:00+00,Northern,0,5,1,4,0
2020/09/22 05:00:00+00,Prairie Mountain Health,3,507,18,487,2
2020/09/22 05:00:00+00,Southern Health-Santé Sud,6,315,28,276,11
2020/09/22 05:00:00+00,Winnipeg,31,741,169,566,6
2020/09/23 05:00:00+00,All,40,1717,247,1451,19
2020/09/23 05:00:00+00,Interlake-Eastern,4,113,14,99,0
2020/09/23 05:00:00+00,Northern,0,5,1,4,0
2020/09/23 05:00:00+00,Prairie Mountain Health,1,508,19,487,2
2020/09/23 05:00:00+00,Southern Health-Santé Sud,2,317,27,279,11
2020/09/23 05:00:00+00,Winnipeg,33,774,186,582,6
2020/09/24 05:00:00+00,All,58,1775,282,1474,19
2020/09/24 05:00:00+00,Interlake-Eastern,2,115,16,99,0
2020/09/24 05:00:00+00,Northern,2,7,3,4,0
2020/09/24 05:00:00+00,Prairie Mountain Health,1,509,17,490,2
2020/09/24 05:00:00+00,Southern Health-Santé Sud,3,320,28,281,11
2020/09/24 05:00:00+00,Winnipeg,50,824,218,600,6
2020/09/25 05:00:00+00,All,66,1841,321,1501,19
2020/09/25 05:00:00+00,Interlake-Eastern,3,118,17,101,0
2020/09/25 05:00:00+00,Northern,0,7,3,4,0
2020/09/25 05:00:00+00,Prairie Mountain Health,2,511,19,490,2
2020/09/25 05:00:00+00,Southern Health-Santé Sud,5,325,32,282,11
2020/09/25 05:00:00+00,Winnipeg,56,880,250,624,6
2020/09/26 05:00:00+00,All,42,1883,341,1522,20
2020/09/26 05:00:00+00,Interlake-Eastern,8,126,23,103,0
2020/09/26 05:00:00+00,Northern,2,9,5,4,0
2020/09/26 05:00:00+00,Prairie Mountain Health,1,512,17,492,3
2020/09/26 05:00:00+00,Southern Health-Santé Sud,2,327,29,287,11
2020/09/26 05:00:00+00,Winnipeg,29,909,267,636,6
2020/09/27 05:00:00+00,All,44,1927,369,1538,20
2020/09/27 05:00:00+00,Interlake-Eastern,8,134,26,108,0
2020/09/27 05:00:00+00,Northern,7,16,12,4,0
2020/09/27 05:00:00+00,Prairie Mountain Health,0,512,14,495,3
2020/09/27 05:00:00+00,Southern Health-Santé Sud,4,331,28,292,11
2020/09/27 05:00:00+00,Winnipeg,25,934,289,639,6
2020/09/28 05:00:00+00,All,35,1962,384,1558,20
2020/09/28 05:00:00+00,Interlake-Eastern,4,138,27,111,0
2020/09/28 05:00:00+00,Northern,1,17,13,4,0
2020/09/28 05:00:00+00,Prairie Mountain Health,0,512,13,496,3
2020/09/28 05:00:00+00,Southern Health-Santé Sud,4,335,32,292,11
2020/09/28 05:00:00+00,Winnipeg,26,960,299,655,6
2020/09/29 05:00:00+00,All,38,2000,407,1572,21
2020/09/29 05:00:00+00,Interlake-Eastern,2,140,26,114,0
2020/09/29 05:00:00+00,Northern,1,18,14,4,0
2020/09/29 05:00:00+00,Prairie Mountain Health,1,513,12,498,3
2020/09/29 05:00:00+00,Southern Health-Santé Sud,3,338,34,293,11
2020/09/29 05:00:00+00,Winnipeg,31,991,321,663,7
2020/09/30 05:00:00+00,All,33,2033,412,1600,21
2020/09/30 05:00:00+00,Interlake-Eastern,2,142,25,117,0
2020/09/30 05:00:00+00,Northern,0,18,14,4,0
2020/09/30 05:00:00+00,Prairie Mountain Health,4,517,14,500,3
2020/09/30 05:00:00+00,Southern Health-Santé Sud,2,340,30,299,11
2020/09/30 05:00:00+00,Winnipeg,25,1016,329,680,7
2020/10/01 05:00:00+00,All,40,2073,431,1620,22
2020/10/01 05:00:00+00,Interlake-Eastern,7,149,30,119,0
2020/10/01 05:00:00+00,Northern,0,18,14,4,0
2020/10/01 05:00:00+00,Prairie Mountain Health,2,519,16,500,3
2020/10/01 05:00:00+00,Southern Health-Santé Sud,1,341,27,303,11
2020/10/01 05:00:00+00,Winnipeg,30,1046,344,694,8
2020/10/02 05:00:00+00,All,45,2118,457,1639,22
2020/10/02 05:00:00+00,Interlake-Eastern,5,154,31,123,0
2020/10/02 05:00:00+00,Northern,0,18,13,5,0
2020/10/02 05:00:00+00,Prairie Mountain Health,1,520,15,502,3
2020/10/02 05:00:00+00,Southern Health-Santé Sud,3,344,25,308,11
2020/10/02 05:00:00+00,Winnipeg,36,1082,373,701,8
2020/10/03 05:00:00+00,All,44,2162,491,1648,23
2020/10/03 05:00:00+00,Interlake-Eastern,5,159,36,123,0
2020/10/03 05:00:00+00,Northern,1,19,14,5,0
2020/10/03 05:00:00+00,Prairie Mountain Health,1,521,13,505,3
2020/10/03 05:00:00+00,Southern Health-Santé Sud,5,349,26,312,11
2020/10/03 05:00:00+00,Winnipeg,32,1114,402,703,9
2020/10/04 05:00:00+00,All,28,2190,499,1667,24
2020/10/04 05:00:00+00,Interlake-Eastern,5,164,38,126,0
2020/10/04 05:00:00+00,Northern,0,19,12,7,0
2020/10/04 05:00:00+00,Prairie Mountain Health,0,521,12,505,4
2020/10/04 05:00:00+00,Southern Health-Santé Sud,1,350,25,314,11
2020/10/04 05:00:00+00,Winnipeg,22,1136,412,715,9
2020/10/05 05:00:00+00,All,56,2246,527,1695,24
2020/10/05 05:00:00+00,Interlake-Eastern,21,185,54,131,0
2020/10/05 05:00:00+00,Northern,0,19,11,8,0
2020/10/05 05:00:00+00,Prairie Mountain Health,2,523,13,506,4
2020/10/05 05:00:00+00,Southern Health-Santé Sud,2,352,19,322,11
2020/10/05 05:00:00+00,Winnipeg,31,1167,430,728,9
2020/10/06 05:00:00+00,All,45,2291,553,1711,27
2020/10/06 05:00:00+00,Interlake-Eastern,8,193,57,135,1
2020/10/06 05:00:00+00,Northern,0,19,11,8,0
2020/10/06 05:00:00+00,Prairie Mountain Health,2,525,15,506,4
2020/10/06 05:00:00+00,Southern Health-Santé Sud,3,355,21,323,11
2020/10/06 05:00:00+00,Winnipeg,32,1199,449,739,11
2020/10/07 05:00:00+00,All,58,2349,584,1737,28
2020/10/07 05:00:00+00,Interlake-Eastern,3,196,60,135,1
2020/10/07 05:00:00+00,Northern,0,19,11,8,0
2020/10/07 05:00:00+00,Prairie Mountain Health,0,525,15,506,4
2020/10/07 05:00:00+00,Southern Health-Santé Sud,9,364,25,328,11
2020/10/07 05:00:00+00,Winnipeg,46,1245,473,760,12
2020/10/08 05:00:00+00,All,97,2446,646,1769,31
2020/10/08 05:00:00+00,Interlake-Eastern,11,207,65,141,1
2020/10/08 05:00:00+00,Northern,1,20,6,14,0
2020/10/08 05:00:00+00,Prairie Mountain Health,3,528,17,507,4
2020/10/08 05:00:00+00,Southern Health-Santé Sud,8,372,28,333,11
2020/10/08 05:00:00+00,Winnipeg,74,1319,530,774,15
2020/10/09 05:00:00+00,All,86,2532,707,1793,32
2020/10/09 05:00:00+00,Interlake-Eastern,8,215,67,147,1
2020/10/09 05:00:00+00,Northern,0,20,6,14,0
2020/10/09 05:00:00+00,Prairie Mountain Health,4,532,17,511,4
2020/10/09 05:00:00+00,Southern Health-Santé Sud,6,378,33,334,11
2020/10/09 05:00:00+00,Winnipeg,68,1387,584,787,16
2020/10/10 05:00:00+00,All,130,2662,807,1822,33
2020/10/10 05:00:00+00,Interlake-Eastern,4,219,66,152,1
2020/10/10 05:00:00+00,Northern,6,26,11,15,0
2020/10/10 05:00:00+00,Prairie Mountain Health,4,536,19,513,4
2020/10/10 05:00:00+00,Southern Health-Santé Sud,13,391,44,336,11
2020/10/10 05:00:00+00,Winnipeg,103,1490,667,806,17
2020/10/11 05:00:00+00,All,90,2752,873,1845,34
2020/10/11 05:00:00+00,Interlake-Eastern,7,226,67,158,1
2020/10/11 05:00:00+00,Northern,0,26,10,16,0
2020/10/11 05:00:00+00,Prairie Mountain Health,2,538,21,513,4
2020/10/11 05:00:00+00,Southern Health-Santé Sud,7,398,49,338,11
2020/10/11 05:00:00+00,Winnipeg,74,1564,726,820,18
2020/10/12 05:00:00+00,All,67,2819,911,1872,36
2020/10/12 05:00:00+00,Interlake-Eastern,13,239,70,168,1
2020/10/12 05:00:00+00,Northern,0,26,10,16,0
2020/10/12 05:00:00+00,Prairie Mountain Health,3,541,20,517,4
2020/10/12 05:00:00+00,Southern Health-Santé Sud,9,407,53,342,12
2020/10/12 05:00:00+00,Winnipeg,42,1606,758,829,19
2020/10/13 05:00:00+00,All,127,2946,984,1924,38
2020/10/13 05:00:00+00,Interlake-Eastern,2,241,55,185,1
2020/10/13 05:00:00+00,Northern,3,29,11,18,0
2020/10/13 05:00:00+00,Prairie Mountain Health,2,543,20,519,4
2020/10/13 05:00:00+00,Southern Health-Santé Sud,11,418,58,347,13
2020/10/13 05:00:00+00,Winnipeg,109,1715,840,855,20
2020/10/14 05:00:00+00,All,160,3106,1102,1966,38
2020/10/14 05:00:00+00,Interlake-Eastern,5,246,54,191,1
2020/10/14 05:00:00+00,Northern,4,33,14,19,0
2020/10/14 05:00:00+00,Prairie Mountain Health,8,551,25,522,4
2020/10/14 05:00:00+00,Southern Health-Santé Sud,21,439,69,357,13
2020/10/14 05:00:00+00,Winnipeg,122,1837,940,877,20
2020/10/15 05:00:00+00,All,76,3182,1134,2010,38
2020/10/15 05:00:00+00,Interlake-Eastern,6,252,55,196,1
2020/10/15 05:00:00+00,Northern,2,35,13,22,0
2020/10/15 05:00:00+00,Prairie Mountain Health,0,551,22,525,4
2020/10/15 05:00:00+00,Southern Health-Santé Sud,3,442,66,363,13
2020/10/15 05:00:00+00,Winnipeg,65,1902,978,904,20
2020/10/16 05:00:00+00,All,106,3288,1201,2048,39
2020/10/16 05:00:00+00,Interlake-Eastern,9,261,61,199,1
2020/10/16 05:00:00+00,Northern,7,42,19,23,0
2020/10/16 05:00:00+00,Prairie Mountain Health,7,558,26,528,4
2020/10/16 05:00:00+00,Southern Health-Santé Sud,10,452,65,374,13
2020/10/16 05:00:00+00,Winnipeg,73,1975,1030,924,21
2020/10/17 05:00:00+00,All,35,3323,1202,2079,42
2020/10/17 05:00:00+00,Interlake-Eastern,1,262,60,201,1
2020/10/17 05:00:00+00,Northern,5,47,19,28,0
2020/10/17 05:00:00+00,Prairie Mountain Health,2,560,23,533,4
2020/10/17 05:00:00+00,Southern Health-Santé Sud,7,459,66,380,13
2020/10/17 05:00:00+00,Winnipeg,20,1995,1034,937,24
2020/10/18 05:00:00+00,All,68,3391,1251,2097,43
2020/10/18 05:00:00+00,Interlake-Eastern,4,266,62,203,1
2020/10/18 05:00:00+00,Northern,4,51,20,31,0
2020/10/18 05:00:00+00,Prairie Mountain Health,5,565,26,535,4
2020/10/18 05:00:00+00,Southern Health-Santé Sud,10,469,70,386,13
2020/10/18 05:00:00+00,Winnipeg,45,2040,1073,942,25
2020/10/19 05:00:00+00,All,136,3527,1338,2146,43
2020/10/19 05:00:00+00,Interlake-Eastern,3,269,59,209,1
2020/10/19 05:00:00+00,Northern,7,58,27,31,0
2020/10/19 05:00:00+00,Prairie Mountain Health,1,566,24,538,4
2020/10/19 05:00:00+00,Southern Health-Santé Sud,15,484,77,394,13
2020/10/19 05:00:00+00,Winnipeg,110,2150,1151,974,25
2020/10/20 05:00:00+00,All,168,3695,1443,2205,47
2020/10/20 05:00:00+00,Interlake-Eastern,18,287,66,219,2
2020/10/20 05:00:00+00,Northern,5,63,29,34,0
2020/10/20 05:00:00+00,Prairie Mountain Health,5,571,28,539,4
2020/10/20 05:00:00+00,Southern Health-Santé Sud,21,505,93,399,13
2020/10/20 05:00:00+00,Winnipeg,119,2269,1227,1014,28
2020/10/21 05:00:00+00,All,160,3855,1533,2272,50
2020/10/21 05:00:00+00,Interlake-Eastern,9,296,71,223,2
2020/10/21 05:00:00+00,Northern,12,75,37,38,0
2020/10/21 05:00:00+00,Prairie Mountain Health,3,574,26,544,4
2020/10/21 05:00:00+00,Southern Health-Santé Sud,30,535,102,420,13
2020/10/21 05:00:00+00,Winnipeg,106,2375,1297,1047,31
2020/10/22 05:00:00+00,All,178,4033,1617,2365,51
2020/10/22 05:00:00+00,Interlake-Eastern,8,304,68,234,2
2020/10/22 05:00:00+00,Northern,10,85,42,43,0
2020/10/22 05:00:00+00,Prairie Mountain Health,4,578,29,545,4
2020/10/22 05:00:00+00,Southern Health-Santé Sud,28,563,121,429,13
2020/10/22 05:00:00+00,Winnipeg,128,2503,1357,1114,32
2020/10/23 05:00:00+00,All,164,4197,1690,2454,53
2020/10/23 05:00:00+00,Interlake-Eastern,12,316,70,244,2
2020/10/23 05:00:00+00,Northern,12,97,48,49,0
2020/10/23 05:00:00+00,Prairie Mountain Health,7,585,32,549,4
2020/10/23 05:00:00+00,Southern Health-Santé Sud,26,589,139,437,13
2020/10/23 05:00:00+00,Winnipeg,107,2610,1401,1175,34
2020/10/24 05:00:00+00,All,164,4361,1807,2499,55
2020/10/24 05:00:00+00,Interlake-Eastern,9,325,73,250,2
2020/10/24 05:00:00+00,Northern,8,105,48,57,0
2020/10/24 05:00:00+00,Prairie Mountain Health,3,588,32,552,4
2020/10/24 05:00:00+00,Southern Health-Santé Sud,22,611,156,442,13
2020/10/24 05:00:00+00,Winnipeg,122,2732,1498,1198,36
2020/10/25 05:00:00+00,All,126,4487,1872,2557,58
2020/10/25 05:00:00+00,Interlake-Eastern,10,335,76,257,2
2020/10/25 05:00:00+00,Northern,12,117,53,64,0
2020/10/25 05:00:00+00,Prairie Mountain Health,5,593,33,556,4
2020/10/25 05:00:00+00,Southern Health-Santé Sud,8,619,152,454,13
2020/10/25 05:00:00+00,Winnipeg,91,2823,1558,1226,39
2020/10/26 05:00:00+00,All,200,4687,2000,2628,59
2020/10/26 05:00:00+00,Interlake-Eastern,18,353,82,269,2
2020/10/26 05:00:00+00,Northern,11,128,58,70,0
2020/10/26 05:00:00+00,Prairie Mountain Health,1,594,30,560,4
2020/10/26 05:00:00+00,Southern Health-Santé Sud,25,644,165,466,13
2020/10/26 05:00:00+00,Winnipeg,145,2968,1665,1263,40
2020/10/27 05:00:00+00,All,174,4861,2083,2714,64
2020/10/27 05:00:00+00,Interlake-Eastern,12,365,86,275,4
2020/10/27 05:00:00+00,Northern,4,132,54,78,0
2020/10/27 05:00:00+00,Prairie Mountain Health,5,599,27,568,4
2020/10/27 05:00:00+00,Southern Health-Santé Sud,17,661,159,489,13
2020/10/27 05:00:00+00,Winnipeg,136,3104,1757,1304,43
2020/10/28 05:00:00+00,All,289,5150,2220,2864,66
2020/10/28 05:00:00+00,Interlake-Eastern,28,393,95,294,4
2020/10/28 05:00:00+00,Northern,11,143,58,85,0
2020/10/28 05:00:00+00,Prairie Mountain Health,3,602,26,572,4
2020/10/28 05:00:00+00,Southern Health-Santé Sud,61,722,195,513,14
2020/10/28 05:00:00+00,Winnipeg,186,3290,1846,1400,44
2020/10/29 05:00:00+00,All,373,5523,2473,2983,67
2020/10/29 05:00:00+00,Interlake-Eastern,38,431,112,315,4
2020/10/29 05:00:00+00,Northern,28,171,72,99,0
2020/10/29 05:00:00+00,Prairie Mountain Health,15,617,40,573,4
2020/10/29 05:00:00+00,Southern Health-Santé Sud,64,786,235,537,14
2020/10/29 05:00:00+00,Winnipeg,228,3518,2014,1459,45
2020/10/30 05:00:00+00,All,231,5754,2603,3077,74
2020/10/30 05:00:00+00,Interlake-Eastern,25,456,122,329,5
2020/10/30 05:00:00+00,Northern,26,197,81,116,0
2020/10/30 05:00:00+00,Prairie Mountain Health,9,626,48,574,4
2020/10/30 05:00:00+00,Southern Health-Santé Sud,23,809,238,557,14
2020/10/30 05:00:00+00,Winnipeg,148,3666,2114,1501,51
2020/10/31 05:00:00+00,All,402,6156,2912,3162,82
2020/10/31 05:00:00+00,Interlake-Eastern,35,491,143,343,5
2020/10/31 05:00:00+00,Northern,17,214,88,126,0
2020/10/31 05:00:00+00,Prairie Mountain Health,6,632,48,580,4
2020/10/31 05:00:00+00,Southern Health-Santé Sud,50,859,277,567,15
2020/10/31 05:00:00+00,Winnipeg,294,3960,2356,1546,58
2020/11/01 05:00:00+00,All,141,6297,3005,3208,84
2020/11/01 05:00:00+00,Interlake-Eastern,26,517,159,353,5
2020/11/01 05:00:00+00,Northern,23,237,102,135,0
2020/11/01 05:00:00+00,Prairie Mountain Health,9,641,51,586,4
2020/11/01 05:00:00+00,Southern Health-Santé Sud,28,887,298,574,15
2020/11/01 05:00:00+00,Winnipeg,55,4015,2395,1560,60
2020/11/02 06:00:00+00,All,197,6494,3125,3276,93
2020/11/02 06:00:00+00,Interlake-Eastern,15,532,168,359,5
2020/11/02 06:00:00+00,Northern,15,252,112,140,0
2020/11/02 06:00:00+00,Prairie Mountain Health,5,646,54,588,4
2020/11/02 06:00:00+00,Southern Health-Santé Sud,29,916,312,589,15
2020/11/02 06:00:00+00,Winnipeg,133,4148,2479,1600,69
2020/11/03 06:00:00+00,All,285,6779,3315,3367,97
2020/11/03 06:00:00+00,Interlake-Eastern,9,541,173,363,5
2020/11/03 06:00:00+00,Northern,14,266,111,155,0
2020/11/03 06:00:00+00,Prairie Mountain Health,5,651,55,592,4
2020/11/03 06:00:00+00,Southern Health-Santé Sud,57,973,332,625,16
2020/11/03 06:00:00+00,Winnipeg,200,4348,2644,1632,72
2020/11/04 06:00:00+00,All,449,7228,3648,3478,102
2020/11/04 06:00:00+00,Interlake-Eastern,42,583,191,387,5
2020/11/04 06:00:00+00,Northern,48,314,142,172,0
2020/11/04 06:00:00+00,Prairie Mountain Health,16,667,71,592,4
2020/11/04 06:00:00+00,Southern Health-Santé Sud,70,1043,388,639,16
2020/11/04 06:00:00+00,Winnipeg,273,4621,2856,1688,77
2020/11/05 06:00:00+00,All,227,7455,3722,3623,110
2020/11/05 06:00:00+00,Interlake-Eastern,9,592,194,393,5
2020/11/05 06:00:00+00,Northern,17,331,142,188,1
2020/11/05 06:00:00+00,Prairie Mountain Health,9,676,76,596,4
2020/11/05 06:00:00+00,Southern Health-Santé Sud,67,1110,395,699,16
2020/11/05 06:00:00+00,Winnipeg,125,4746,2915,1747,84
2020/11/06 06:00:00+00,All,314,7769,3929,3722,118
2020/11/06 06:00:00+00,Interlake-Eastern,32,624,209,410,5
2020/11/06 06:00:00+00,Northern,23,354,157,196,1
2020/11/06 06:00:00+00,Prairie Mountain Health,24,700,97,599,4
2020/11/06 06:00:00+00,Southern Health-Santé Sud,51,1161,417,727,17
2020/11/06 06:00:00+00,Winnipeg,184,4930,3049,1790,91
2020/11/07 06:00:00+00,All,450,8219,4287,3810,122
2020/11/07 06:00:00+00,Interlake-Eastern,15,639,216,418,5
2020/11/07 06:00:00+00,Northern,6,360,148,211,1
2020/11/07 06:00:00+00,Prairie Mountain Health,13,713,108,601,4
2020/11/07 06:00:00+00,Southern Health-Santé Sud,86,1247,483,747,17
2020/11/07 06:00:00+00,Winnipeg,330,5260,3332,1833,95
2020/11/08 06:00:00+00,All,343,8562,4524,3908,130
2020/11/08 06:00:00+00,Interlake-Eastern,10,649,212,432,5
2020/11/08 06:00:00+00,Northern,12,372,151,220,1
2020/11/08 06:00:00+00,Prairie Mountain Health,7,720,112,604,4
2020/11/08 06:00:00+00,Southern Health-Santé Sud,91,1338,529,790,19
2020/11/08 06:00:00+00,Winnipeg,223,5483,3520,1862,101
2020/11/09 06:00:00+00,All,344,8906,4705,4065,136
2020/11/09 06:00:00+00,Interlake-Eastern,29,678,234,438,6
2020/11/09 06:00:00+00,Northern,36,408,169,238,1
2020/11/09 06:00:00+00,Prairie Mountain Health,15,735,123,608,4
2020/11/09 06:00:00+00,Southern Health-Santé Sud,79,1417,548,850,19
2020/11/09 06:00:00+00,Winnipeg,185,5668,3631,1931,106
2020/11/10 06:00:00+00,All,508,9414,5054,4213,147
2020/11/10 06:00:00+00,Interlake-Eastern,34,712,255,450,7
2020/11/10 06:00:00+00,Northern,27,435,184,249,2
2020/11/10 06:00:00+00,Prairie Mountain Health,15,750,132,614,4
2020/11/10 06:00:00+00,Southern Health-Santé Sud,119,1536,613,903,20
2020/11/10 06:00:00+00,Winnipeg,313,5981,3870,1997,114
2020/11/11 06:00:00+00,All,434,9848,5339,4353,156
2020/11/11 06:00:00+00,Interlake-Eastern,21,733,263,463,7
2020/11/11 06:00:00+00,Northern,11,446,184,260,2
2020/11/11 06:00:00+00,Prairie Mountain Health,13,763,140,619,4
2020/11/11 06:00:00+00,Southern Health-Santé Sud,108,1644,678,945,21
2020/11/11 06:00:00+00,Winnipeg,281,6262,4074,2066,122
2020/11/12 06:00:00+00,All,409,10257,5567,4527,163
